"path_03"	"X770286.BAL.LUL.Inv.V1"	"X770328.BAL.RML.Inv.V1"	"X770328.BAL.RUL.Inv.V2"	"X770341.BAL.RUL.inv.V1"	"X770341.BAL.RUL.Inv.V1"	"X770359.BAL.RLL.Inv.V1"	"X770359.BAL.RLL.Inv.V2"	"X770365.BAL.RUL.Inv.V1"	"X770384.BAL.LUL.Inv.V1"	"X770389.BAL.RML.Inv.V1"	"X770396.BAL.RUL.Inv.V1"	"X770396.UNIV.0234.BAL.RML.Inv.V2"	"X770402.BAL.RUL.Inv.V1"	"X770402.BAL.RUL.Inv.V2"	"X770406.BAL.LLL.Inv.V1"	"X770418.BAL.LUL.Inv.V1"	"X770420.BAL.LUL.inv.V1"	"X770450.BAL.LLL.inv.V1"	"X770464.BAL.LLL.Inv.V1"	"X770467.BAL.RML.Inv.V1"	"X770468.BAL.Lingula.Inv.V1"	"X770468.BAL.RML.inv.V1"	"X770468.BAL.RML.Inv.V2"	"X770471.BAL.RML.Inv.V1"	"X770473.BAL.RLL.Inv.V1"	"X770476.BAL.RML.Inv.V1"	"X770478.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V1"	"X770483.BAL.RUL.Inv.V2"	"X770485.BAL.RML.Inv.V2"	"X770485.NYU.2829.BAL.Right.inv.V3"	"X770492.BAL.LUL.Inv.V1"	"X770493.BAL.LUL.Inv.V1"	"X770505.BAL.RML.Inv.V1"	"X770505.BAL.RUL.Inv.V2"	"X770513.BAL.RUL.Inv.V1"	"X770530.BAL.LUL.Inv.V1"	"X770543.BAL.RLL.Inv.V1"	"X770548.BAL.LLL.Inv.V1"	"X770551.BAL.RUL.Inv.V1"	"X770553.BAL.LUL.Inv.V1"	"X770559.BAL.RUL.Inv.V2"	"X770569.BAL.RLL.Inv.V1"	"X770572.BAL.RLL.Inv.V1"	"X770595.BAL.RLL.Inv.V1"	"X770596.BAL.RUL.Inv.V1"	"X770602.BAL.LLL.Inv.V1"	"X770610.BAL.LUL.Inv.V1"	"X770616.BAL.RML.Inv.V1"	"X770618.BAL.RUL.Inv.V1"	"X770633.BAL.RUL.Inv.V1"	"X770634.BAL.Lingula.Uninv.V1"	"X770634.BAL.RML.Inv.V1"	"X770635.BAL.RML.Inv.V1"	"X770637.BAL.RML.Inv.V1"	"X770642.BAL.Lingula.Inv.V1"	"X770653.BAL.LUL.Inv.V1"	"X770660.BAL.Lingula.Inv.V1"	"X770665.BAL.RUL.Inv.V1"	"X770666.BAL.Lingula.Inv.V1"	"X770668.BCI.0007.BAL.LUL.Inv.V1"	"X770676.BCI.0008.BAL.LUL.Inv.V1"	"X770682.BAL.RUL.INV.V1"	"X770688.BAL.LLL.Inv.V1"	"X770693.BAL.RUL.Inv.V1"	"X770697.BAL.RUL.Inv.V1"	"X770702.BAL.RUL.Inv.V1"	"X770704.BAL.LUL.Inv.V1"	"X770705.BAL.Lingula.Inv.V1"	"X770708.BAL.RUL.Inv.V1"	"X770713.BAL.RUL.Inv.V1"	"X770733.BAL.LUL.Inv.V1"	"X770745.BAL.RUL.Inv.V1"	"X770750.BAL.RLL.Inv.V1"	"X770753.BAL.RLL.Inv.V1"	"X770755.BAL.RLL.Inv.V1"	"X770758.BAL.RUL.INV.V1"	"X770761.BAL.RUL.Inv.V1"	"X770767.BAL.RML.Inv.V2"	"X770767.BAL.RUL.Inv.V1"	"X770767.BKG.V1"	"X770767.Supraglottic.V1"	"X770777.BAL.RUL.Inv.V1"	"X770777.BKG.V1"	"X770777.Supraglottic.V1"	"X770779.BAL.RML.Inv.V2"	"X770779.BAL.RUL.Inv.V1"	"X770779.BKG.V2"	"X770779.Supraglottic.V1"	"X770779.Supraglottic.V2"	"X770780.BAL.LUL.Inv.V1"	"X770780.Supraglottic.V1"	"X770785.BAL.RUL.Inv.V1"	"X770785.Supraglottic.V1"	"X770798.BAL.LUL.Inv.V1"	"X770798.Supraglottic.V1"	"X770800.LC2790.BAL.RUL.Inv.V1"	"X770800.LC2790.BKG.V1"	"X770800.LC2790.Supraglottic.V1"	"X770803.BAL.RUL.Inv.V1"	"X770805.BAL.RLL.Inv.V1"	"X770808.BCI.0016.BAL.RML.Inv.V1"	"X770842.BAL.RML.Inv.V1"	"X770842.BKG.V1"	"X770842.Supraglottic.V1"	"X770844.BAL.RLL.Inv.V1"	"X770844.BKG.V1"	"X770844.Supraglottic.V1"	"X770861.BAL.RUL.Inv.V1"	"X770861.BKG.V1"	"X770861.Supraglottic.V1"	"X770862.BCI.0017.BAL.RML.Inv.V1"	"X770862.BCI.0017.Supraglottic.V1"	"X770863.BAL.Lingula.Inv.V1"	"X770863.Supraglottic.V1"	"X770864.BAL.RML.Inv.V1"	"X770864.Supraglottic.V1"	"X770870.BAL.RML.Inv.V1"	"X770870.Supraglottic.V1"	"X770882.LCL.011.BAL.RUL.Inv.V1"	"X770882.LCL.011.Supraglottic.V1"	"X770920.BCI.019.BAL.RUL.Inv.V1"	"X770925.BAL.RLL.Inv.V1"	"X770927.BAL.RUL.Inv.V1"	"X770929.BAL.RML.Inv.V1"	"X770944.BAL.RML.Inv.V1"	"X770944.BKG.V1"	"X770944.Supraglottic.V1"	"X770946.BAL.RML.Inv.V1"	"X770946.BKG.V1"	"X770946.Supraglottic.V1"	"X770947.BAL.RML.Inv.V1"	"X770947.BKG.V1"	"X770947.Supraglottic.V1"	"X770955.BAL.RML.Inv.V1"	"X770962.BAL.RLL.Inv.V1"	"X770962.Supraglottic.V1"	"X770973.BAL.LUL.Inv.V1"	"X770978.BAL.RUL.Inv.V1"	"UNIV.0042.BAL.RUL.Inv.V1"	"UNIV.0044.BAL.RUL.Inv.V1"	"UNIV.0172.BAL.RLL.Inv.V1"	"UNIV.0311.LC.BAL.RLL.Inv.V1"	"UNIV.0384.BAL.LLL.Inv.V1"	"UNIV.0402.BAL.RML.UnInv.V1"	"UNIV.0419.BAL.LUL.Inv.V1"
"Oxidizing metal ions"	746256	466374	469761	4300	39795	297932	120784	1613835	309146	515896	214142	363278	1013246	24006	635591	360272	159524	151990	328919	591344	469638	555499	228121	109589	411822	268666	195596	863891	225659	613576	187669	444285	104120	229624	185892	648906	120218	53870	91523	300862	187672	101258	483971	197023	626872	229866	301559	643936	246636	145687	370073	180930	209215	600948	24686	390121	3386	650873	39195	422138	415978	95915	1437773	64498	168666	304122	433817	979064	177584	129485	135562	1181944	1879386	314483	430540	281067	383724	466277	205411	239158	0	16264	543199	0	20028	58899	747276	0	4158	2	1200389	6966	469610	1076	221864	798	533981	0	29794	1263267	165385	652602	528183	0	3138	82180	2	7144	442302	2	3484	65525	4736	477386	134193	175235	49370	256415	26661	132316	11320	321598	232403	243426	128237	397429	0	40984	268776	4	18454	186605	0	3358	329005	73971	2216	260277	882855	156974	307229	151625	71088	79065	4666	1001633
"Oxytocin signaling pathway"	1179783	969779	912299	25426	200107	564982	557795	1116738	362410	888178	445220	650684	975419	39168	484316	431907	464275	321607	1037927	983894	445859	791015	424852	333931	594872	295110	877458	809666	360992	709108	193833	652228	478701	387233	1169709	639161	221353	238353	439406	578336	582931	370165	781713	340504	777547	524732	533991	492835	359887	398521	895185	366460	440248	920352	13405	512216	210133	748877	150948	1023280	493859	409566	2013175	96269	617236	573099	588792	1311131	319087	598390	548008	2007317	915191	387771	667840	683385	824019	648814	562539	689603	34	28224	359849	8	86498	80505	492039	11336	8064	1176	409582	13642	754295	1340	238853	1438	423557	80	97090	899144	155914	907936	440602	38	6632	421895	14	10939	473203	10	7906	418584	7504	533123	222030	473758	141903	396884	97877	50610	7286	709229	438465	434184	116340	730921	18	137330	602075	14	23260	416883	12	3310	892797	299458	17038	417176	978959	746768	932485	116666	555912	75332	25634	632666
"P0"	686	10382	1450	0	2254	3860	4882	5828	1162	1056	4090	2356	2618	2	338	636	10517	2638	48	7422	804	3370	5952	2396	1390	2	3034	6482	0	20	1544	8	4650	15542	3048	2940	2114	170	744	1774	3338	1098	3926	12	4184	2594	4772	1680	5284	2029	5656	602	5662	7712	4	2496	0	1404	3480	7554	3314	8152	2692	62	4188	2206	948	3204	28	4044	5586	27038	1254	1492	4606	6264	10332	4242	4236	7336	0	64	3730	0	1308	284	1040	0	2	0	3832	526	6552	0	574	78	242	0	1176	6982	786	5696	172	0	4	4076	0	24	3180	0	32	2142	2	5268	1290	5330	1420	50	800	644	0	20356	5678	2488	1292	2334	0	1686	6890	0	190	514	0	0	5542	1266	404	10897	3090	3916	5004	8	1572	0	0	1342
"PD-L1 expression and PD-1 checkpoint pathway in cancer"	384154	301601	360671	13670	116533	209691	299063	401800	135101	313460	184514	314638	366433	5772	173655	129634	113181	123715	477063	367361	158313	357183	141649	171093	215439	116555	293950	292769	84735	164766	71098	237123	181441	196494	419547	274782	97167	95794	189897	232239	206588	154621	316251	167141	233060	227556	223501	258197	142901	153878	320452	123122	138807	351436	11412	159339	59842	257307	63967	404140	223933	190495	799328	27306	227072	240506	257785	478813	110796	199349	201516	899008	373494	141951	163583	348183	317636	266679	275040	304128	4	8286	159831	0	25737	37046	196877	2	1576	116	327305	5630	268663	278	93977	424	153134	4	32762	340320	91580	265774	214250	0	1238	238232	6	4652	161974	0	2088	219347	2020	223040	62385	209055	57337	189522	16827	38806	2966	356106	176376	187530	33960	361422	16	29624	214453	14	7306	177308	2	420	303523	83507	4772	184980	476522	251792	418656	47046	125330	34706	4542	299492
"PDGFR family"	10426	2	9706	0	4	3654	7274	5688	6802	2302	12362	3697	1242	402	2316	2402	3474	1544	30958	1518	2070	12838	7572	11102	2582	5356	16700	8732	2	66	356	786	824	8084	45486	8366	20	70	160	6622	2237	35608	7796	302	2934	7642	3116	552	3406	6014	848	2294	1498	21890	12	0	1246	6646	414	18304	222	2254	18280	0	118	5102	2688	15642	8	2058	5434	21320	362	1506	14148	8076	3750	3800	3348	2378	0	0	644	0	0	892	918	0	0	0	282	0	4582	0	638	0	160	0	358	2440	1598	6022	438	0	0	1428	0	0	15434	0	0	3494	14	16	18	3870	236	4792	0	118	0	1804	278	1300	0	16102	0	4	8694	0	40	1916	0	0	12412	880	0	108	11512	2948	24176	0	2846	230	0	5806
"PDHK family"	20619	332	1096	0	0	2746	2284	7694	1690	736	1552	1052	2534	0	1454	1870	24	616	4678	3210	1784	2402	4742	904	1468	2624	3826	934	350	100	36	318	1316	1226	3890	1586	1038	14	2	652	478	2556	1690	64	896	1870	1966	1178	670	1076	1978	4198	7164	6422	0	192	118	1170	14	4512	8	398	5120	210	1502	528	58	7066	0	418	984	1094	4232	8	2794	790	3646	86	732	3072	0	0	804	0	4	300	6	0	0	0	978	24	1086	0	4132	0	0	0	118	602	966	744	4650	0	30	278	0	0	1204	0	0	100	0	144	204	532	74	0	4	16	0	1494	560	334	530	2628	0	22	2306	0	0	112	0	0	6691	8	0	344	3756	120	10278	0	2882	350	4	130
"PDZ-LIM family proteins"	15498	30548	31976	314	4142	26664	18872	31927	11590	37766	7644	9875	32764	2	14194	45468	15900	5914	26415	41408	26833	25964	5379	10718	18438	7616	16986	19270	252	33286	8962	11942	21059	15551	26283	25273	44293	10346	2516	17919	34358	2506	16656	9758	23472	7680	14916	9904	12894	8800	22438	11844	22336	20856	262	14474	146	17940	2784	34568	27566	13834	29972	7252	31568	22382	8800	30988	5684	18930	19524	94668	19736	25074	13990	20572	53911	13550	10538	25594	0	1872	22464	0	4942	7538	10624	0	100	2	14682	940	21378	208	2452	14	22304	0	5338	18152	5980	27594	5943	0	232	8486	0	162	7822	0	124	7206	0	11390	16818	11534	1846	23248	4234	424	0	13586	17616	20766	4512	9344	12	8064	16108	0	840	21434	0	0	15058	4888	796	6454	17628	9190	25870	16	21026	3866	0	14868
"PEK family"	17520	33049	13576	94	112	18520	20980	28142	8244	22994	9348	8032	15068	0	2584	1748	954	8934	2863	16777	5396	20488	8239	2510	13308	6174	10062	12938	5008	436	1348	15446	16418	14374	14190	11364	8822	10730	12377	11183	16384	8285	13796	1822	12542	15222	7446	3238	8714	20934	15197	8466	14562	18375	4	40379	178	16506	504	19134	5276	8788	60094	1377	14461	20423	13498	20912	4016	12502	15911	65527	7373	6220	19840	20146	34955	28452	58980	22214	0	14	6558	0	584	276	7564	0	0	0	9968	630	16594	0	2632	0	9164	0	2316	13177	802	20586	19294	0	122	29429	0	10	15380	0	24	46982	700	4148	2288	22024	18	3620	536	1734	0	21823	14956	13188	6784	16691	0	1514	15584	0	0	9718	0	0	20882	5419	0	3034	14168	9822	30590	8	14724	456	0	9806
"PI3K-Akt signaling pathway"	1042244	1033405	959251	25760	175439	864249	804471	1367225	436885	921114	590206	765885	1080825	22370	490602	605661	551020	489940	1108015	1253444	582202	995691	498834	359522	644946	305357	1007223	1018099	391545	578998	222256	628026	873418	813728	1278244	656421	279636	425400	623457	776800	643093	497637	1026498	446325	910474	495714	720800	492164	568163	608987	1166296	365150	660233	1395987	28953	634682	120169	789964	125089	1407756	858988	624675	1936300	138104	710170	885495	860889	1620256	361610	403129	967956	3185245	1189893	614762	881832	1185879	1408591	884369	673123	1205869	74	11508	622269	20	88670	101862	671825	4	1956	128	753966	40832	1114610	872	333073	1778	586558	55	171570	1210955	197676	1410410	561423	8	6420	692552	50	6942	794621	2	4460	597883	5092	595539	371574	860385	136811	586872	92947	74972	3596	1613918	602306	683015	173318	1041235	24	145911	885296	60	12588	659888	16	1618	1042214	441303	16508	611754	1383205	540506	1524683	140801	402810	113432	18452	903306
"PIKK family"	60252	35728	29286	5954	5640	26262	42023	49900	9716	26750	16190	24562	24286	84	28485	16206	51169	6360	86571	34201	24502	31244	32649	17438	23676	4072	60150	36817	2260	28200	5040	28486	50401	38465	79712	16598	14298	10883	26538	34452	27276	24782	54819	13618	23290	30838	31900	26466	23380	53526	31696	10950	23539	61336	11304	15536	2224	31333	3794	65870	26952	28814	29360	690	22830	32528	31231	62656	12630	24168	49952	88908	36734	23786	40158	66882	20238	22516	23838	43120	0	306	11518	0	2116	4160	8900	2	38	0	13372	442	31604	0	21086	0	21280	4	7714	23168	7600	22552	8691	0	42	38802	0	112	37432	222	210	35230	8	60158	4308	33046	3372	9292	4564	840	998	59086	25408	21522	6180	41737	0	3514	48924	0	128	31870	0	0	54478	23179	106	21152	61214	32060	85354	2966	12562	964	448	30504
"PIM family"	0	0	6406	0	0	3582	1024	2550	0	9678	22	2042	7221	0	10	2636	238	224	286	5392	842	2330	2252	102	60	0	1986	3006	0	0	0	454	958	40	378	1422	874	4	130	666	1222	0	518	2408	3220	3842	1334	2542	330	2	2794	306	774	156	0	0	30	2996	0	684	36	598	0	270	720	2468	0	252	824	870	1470	8640	20	0	2	2048	700	718	6366	290	0	128	274	0	0	334	632	0	48	0	8676	0	2218	0	0	22	10	0	62	8	1000	214	4	0	0	2760	0	12	712	0	12	1916	0	848	8	1922	78	4	0	138	0	10114	294	396	0	5497	4	0	1184	0	94	10034	0	0	816	0	0	796	3232	406	3296	1334	3916	0	0	4
"PINCH family proteins"	20022	39048	1264	0	166	7856	6062	37858	1182	6316	1484	16264	4368	4	8340	11363	148	4084	26901	8089	11864	3202	3784	2760	19370	972	5106	16022	20	1728	6664	19396	8756	14294	976	12538	1578	442	372	14705	2424	4902	19112	7908	8382	7848	8420	10672	4850	4896	12841	6942	4426	5518	608	9144	18	7606	0	9612	17320	3494	39490	654	478	9624	20620	25320	1150	4175	6374	14558	31839	9240	4854	12682	12069	14967	4478	15352	0	12	15318	0	32	744	22898	0	0	0	16588	0	13392	2	6860	0	11660	0	1018	40652	4318	18794	22044	0	2	3863	0	0	10734	0	0	3400	0	7458	328	5850	300	2128	4	3076	4	6932	1738	9323	956	24036	0	2	10198	0	4	5714	0	0	7580	8728	0	20894	21728	4674	25808	19810	2968	3224	0	17188
"PKA family"	23190	17152	6420	562	8	9608	9338	39068	13528	10162	16900	16582	4178	0	6226	8056	42	10656	13715	10272	3420	18242	5826	6154	27104	5970	14570	12632	14386	12186	1266	8799	7744	7558	19110	11008	1432	990	6832	9999	5734	940	24902	2844	13422	11288	8806	3854	6476	3350	22228	6848	6650	25534	50	10928	1034	16958	542	18256	8894	2988	40766	1480	13386	9172	10980	36522	4946	6174	4908	25616	13950	266	7612	10214	18190	20520	11440	18685	12	0	10146	0	588	2482	13228	0	0	0	1664	60	6431	0	16728	4	9378	40	1522	17304	1206	22420	8350	0	0	6344	0	0	8125	0	20	11654	38	5326	1696	4838	840	15626	498	470	4	10210	6176	13660	3428	19510	0	1038	9542	0	26	11292	0	0	18274	14072	722	750	29458	14450	16006	0	9552	7636	4	37968
"PKC family"	25123	37442	42570	4	554	19019	21880	22097	10102	19674	31769	8532	22137	1453	5466	18613	20877	3914	32992	33549	9308	15668	6289	5978	27750	2584	18136	22904	15946	30050	3246	11454	16990	7946	42437	17666	802	4042	10224	9734	18224	27342	19710	6016	8005	15838	14562	24770	10652	10184	36310	9416	7334	32541	44	9896	5992	21195	9262	29276	20036	16000	80992	2040	25328	20300	17918	39217	80	18702	24216	56140	38941	53879	8320	23366	54288	26400	22048	31088	0	472	10106	0	3124	1180	13318	0	34	0	23554	868	28282	0	4378	96	16550	0	2380	18098	8570	28204	2378	0	302	17496	10	466	6602	0	154	23632	62	36291	9843	19132	6114	31370	3010	2254	4	21714	14394	21412	4024	24060	0	5218	18754	0	120	9774	0	12	23460	11295	348	10568	35146	38038	32163	26363	43250	714	28	22116
"PKD family"	3758	7678	34358	0	112	2384	3952	6468	1676	4942	1548	2452	1486	2	6170	10798	4054	488	20235	4088	5870	6706	904	182	6112	1050	8092	11756	2451	24	924	2580	3944	5334	1644	5924	3376	3630	2478	432	4636	152	4248	3504	6160	1788	3096	2050	3516	4404	12854	1524	7002	1662	0	870	618	5613	4	5024	1072	3556	30460	100	2150	8604	9250	5600	1740	2738	5591	17724	5259	4938	4690	4496	17004	5766	4874	2336	0	0	526	0	642	4	5426	0	0	0	3586	8	4174	138	5420	0	3976	0	1096	7120	1236	4712	1384	0	0	4742	0	14	890	0	22	4022	80	1980	914	6898	724	5718	196	44	0	6126	7948	2032	2144	7512	0	94	5900	0	46	1562	0	0	3836	868	0	414	10022	3544	8514	384	46	2822	2	3372
"PKG family"	0	0	6	0	0	0	0	0	322	70	456	0	1192	0	0	0	0	0	0	412	0	0	0	0	0	0	0	118	0	0	0	0	120	0	0	56	0	0	0	0	590	0	0	1240	0	0	56	0	74	0	64	0	0	0	10	0	198	0	0	28	454	66	0	0	0	0	0	0	0	824	174	0	8	0	2	194	148	92	370	42	0	4	0	0	0	0	0	0	0	0	1022	0	182	0	0	0	0	0	0	0	4	0	0	0	0	104	0	0	0	0	0	108	0	0	74	746	6	0	0	0	0	268	0	76	0	80	0	0	52	0	0	4	0	0	0	1178	0	0	34	0	0	4	0	0	0	0
"PKN family"	1302	3528	1922	2	0	4592	11730	28258	1204	3412	1432	3162	3780	0	10177	808	17583	888	3770	2920	6912	10312	4380	4438	2596	2527	12654	7206	0	248	510	1062	6336	1688	8522	4784	5764	2441	2630	2912	3356	3298	9034	3490	9358	5474	3966	1888	4706	9568	13102	7580	6980	6288	18	1246	218	6772	664	7230	1574	4546	13580	932	2152	19036	1968	12080	14	1054	9158	11744	3932	1530	17546	11778	3720	4596	16424	6766	0	166	7268	0	1978	2562	15660	0	8	0	1830	1728	4690	0	1428	4	7780	0	4594	12452	1408	5438	5142	0	32	14484	0	140	2048	0	108	9828	0	4836	8739	4930	866	408	1960	158	0	15562	3972	5922	960	5712	0	1012	10172	0	14	4992	0	0	11592	1242	82	4622	18092	1982	16904	112	3686	0	338	8308
"PLK family"	5722	18	14816	0	0	3870	5890	632	1056	4936	1603	2366	7978	0	780	106	18	1542	68	11456	11408	5510	2326	460	1590	36	1532	1196	3576	80	282	1106	2768	342	10098	2074	1234	338	6608	966	4986	0	1976	3828	1784	960	3748	10916	3114	8948	2598	2134	7223	1540	10	16	452	4110	10	6324	1558	5016	5666	92	3256	3376	1026	1926	1700	8002	2794	8898	5764	0	2102	3478	7596	96	708	18962	0	76	1284	0	2678	32	6014	0	22	0	12820	410	3228	38	394	0	56	28	462	1578	1258	10854	466	0	0	1786	0	12	552	0	64	1732	4	3302	5926	3226	2103	6	936	315	872	6860	2516	5436	52	476	0	944	2968	0	0	5370	0	0	4156	5304	218	14406	2218	1884	2988	1406	2106	0	0	1016
"PPAR signaling pathway"	260894	190496	142883	1500	33824	117055	198897	355552	81339	140870	99342	179152	273338	15607	156885	100814	79209	38872	187466	158029	150224	270720	198371	100993	149293	122977	365786	275639	122651	107388	24376	147044	116469	195860	230768	147416	21841	45652	66229	187767	120150	73761	216686	39847	141262	123792	124508	134632	116905	61040	183863	63064	80106	466713	2256	60424	5668	243367	50991	320760	115440	85565	386132	12843	89585	192886	163860	536740	51256	109322	122774	399652	265945	123758	111804	216372	162811	130302	92516	123618	0	1848	98458	0	14130	27016	89388	44	432	0	116169	7742	173230	260	69996	338	97449	8	24529	258961	43328	161912	135903	0	996	77751	4	734	168636	0	906	61757	378	104477	59192	113691	40361	65687	13156	16506	2352	150493	68083	115941	28199	290994	0	30588	203277	2	2520	121169	4	222	341700	53074	2448	108090	419043	208281	554169	32558	183775	17702	5020	277062
"PRKCSH"	1650	6952	38	8	108	1422	1988	336	262	512	470	1096	1090	752	186	1624	194	32	2764	1658	126	3206	732	3320	1586	12	2648	850	16	214	32	376	1086	158	1668	490	0	260	8434	3748	3182	2138	1808	4394	1576	358	1560	522	922	338	758	156	250	4946	0	310	0	1154	242	8350	8	922	48	22	3610	628	4	5332	16	194	1840	2462	968	116	468	1944	382	170	104	296	0	0	244	0	144	4	8	0	0	0	1262	4	1964	0	0	0	440	0	172	844	276	208	460	0	12	458	0	0	1442	0	8	604	0	40	328	90	256	1636	44	30	0	1900	596	2446	206	520	0	0	1256	0	84	1366	0	0	2174	10	58	1154	2734	1118	4812	0	866	0	18	2570
"PRND, PrPLP, DPL"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRNP, PrP, CD230"	726	3910	1674	0	6	1186	2314	3742	132	3176	624	444	3850	0	174	696	118	66	10580	1168	3822	6844	4724	384	402	0	1346	2336	0	76	0	228	1404	3862	7936	3286	2	70	42	282	1076	0	2674	1420	1834	386	1788	118	2462	2792	936	444	548	4724	0	324	40	1588	36	7504	4354	3446	3054	8	1666	3764	1574	13454	666	0	958	14886	6494	70	0	4584	2596	2444	1582	9088	0	0	4792	0	376	8	42	0	0	0	428	0	3852	0	1886	0	1230	0	86	142	18	2362	14	0	0	916	0	4	172	0	0	862	0	118	0	894	30	6	88	0	0	15262	22	448	0	3242	0	484	3136	0	0	2328	0	0	5404	468	0	74	10490	154	12868	0	18	0	232	3056
"PRSS8"	0	0	0	0	0	2044	318	248	622	950	2170	14	42	0	0	0	0	18	0	322	0	106	4	0	2760	0	42	0	0	64	224	0	528	252	2040	332	4	12	4	68	928	1714	360	6	228	874	1102	100	2252	3404	686	118	586	4	0	374	0	18	192	1468	30	1460	960	86	1620	608	0	0	8	0	930	376	3712	3780	5128	694	3890	212	34	34	0	230	50	0	2528	120	0	0	0	0	72	508	238	26	0	0	120	0	4810	142	0	1036	98	0	106	166	0	36	3696	0	20	152	358	0	13396	0	1134	66	3130	0	4	860	48	152	72	0	0	2268	836	0	544	202	0	0	280	0	508	106	82	356	126	0	1466	0	0	18
"PSK family"	408	6200	224	0	56	2340	44	412	0	376	708	4	58	0	0	1152	4	2352	0	3244	638	585	92	30	236	4	712	2782	0	0	324	152	586	0	2046	8	248	14	4	588	1708	386	30	0	846	2934	376	0	568	424	654	128	2704	1236	320	6	0	358	174	922	130	290	6	493	720	750	4	226	4	398	480	4002	1392	0	468	284	1706	18	490	10	0	0	308	0	380	0	12	0	0	0	0	0	16	0	226	0	1240	0	0	192	70	1618	44	0	0	594	0	0	4	0	0	530	0	0	48	226	0	120	8	180	0	70	1084	354	0	64	0	0	220	0	0	46	0	0	1282	0	0	326	574	428	104	4	302	0	0	4
"PUFA"	3190	22840	17496	0	942	4846	4564	6907	2712	4522	7938	3328	2720	0	5954	482	550	1128	8398	4466	4992	5954	922	6464	3980	6762	5652	16188	0	64	460	16026	5702	1782	12448	1394	22	1322	3830	690	3834	18884	3142	6262	10296	1564	6370	2980	4738	5522	8851	2012	17274	16798	6	4704	1622	4766	0	10650	9228	3908	9486	32	3434	4390	636	10435	282	2546	8386	22366	3230	1668	9502	9054	7102	26372	8194	7212	0	566	3418	0	256	106	4682	0	84	0	12110	64	7809	0	1530	90	4174	0	654	16322	1250	3666	1078	0	14	6184	0	8	4362	0	74	5672	44	1738	1266	5052	1598	0	344	196	0	7737	2792	5286	466	6078	0	848	4270	0	290	1606	0	0	7162	2518	20	996	6986	1886	14296	8	1832	378	0	6208
"PUNC"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	94	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pancreatic cancer"	348329	258430	312013	11006	106942	199822	227650	351412	137234	275970	132025	245095	285697	3068	108301	145587	129529	96606	351904	334884	127251	246393	100743	87858	173140	73397	221017	251356	68842	130166	49454	209103	194448	162349	406316	223187	86129	132796	157163	225503	188290	143627	303646	137117	262113	163198	187002	169432	134112	176755	236566	104830	165353	326878	13830	131955	29501	250478	52718	394786	172018	150392	758750	33840	216026	180776	244140	430572	83772	140093	215341	844557	289172	151656	205460	268732	343134	282672	217212	267835	38	2474	147853	4	30876	23094	127710	0	572	118	223672	8535	226251	294	111348	318	142639	4	36510	332496	76030	263274	159504	0	640	188850	8	2248	158076	0	1484	184978	652	185249	71657	160357	39176	166213	21768	29044	2530	332831	153496	168111	35696	287261	22	37162	207028	8	5244	151323	2	72	261969	100075	5082	139605	408637	176626	339505	42379	148416	30083	9258	289026
"Pancreatic peptide"	0	0	0	0	0	0	0	590	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	0	4	0	30	0	12	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	522	0	0	0	8	4	0	2	0	0	0	0	172	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	272	2	0	0	0	0	4	0	0	6	0	4	0	0	0	26	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	4	4
